Age,Gender,Education Level,Job Title,Years of Experience,Salary
31.0,Female,Bachelor's,Junior Business Development Associate,3.0,50000.0
20.0,Male,Bachelor's,Director of Operations,18.0,157600.0
28.0,Male,Bachelor's,Senior Financial Manager,18.0,191800.0
31.0,Male,Master's,Senior HR Generalist,18.0,200900.0
49.0,Female,PhD,Senior HR Manager,23.0,292500.0
46.0,Female,PhD,Sales Manager,18.0,266300.0
33.0,Male,Bachelor's,Junior Marketing Specialist,5.0,70000.0
18.0,Male,Bachelor's,Junior Business Analyst,18.0,143200.0
28.0,Male,Bachelor's,Marketing Coordinator,18.0,182800.0
29.0,Female,Bachelor's,Junior Marketing Manager,18.0,183900.0
41.0,Female,Master's,Junior Project Manager,18.0,242800.0
20.0,Male,Bachelor's,Junior Business Development Associate,18.0,151600.0
18.0,Female,Bachelor's,Senior Marketing Manager,18.0,140800.0
25.0,Male,Bachelor's,UX Designer,18.0,179400.0
57.0,Male,PhD,Junior Marketing Coordinator,29.0,357000.0
42.0,Female,Master's,Customer Service Manager,18.0,247700.0
56.0,Male,PhD,Junior Social Media Manager,26.0,343600.0
35.0,Male,Master's,Senior Marketing Director,18.0,217700.0
35.0,Male,Bachelor's,Senior Financial Manager,9.0,100000.0
65.0,Male,PhD,Human Resources Director,37.0,410600.0
43.0,Male,Master's,Director of Marketing,18.0,170000.0
22.0,Male,Bachelor's,Senior Engineer,18.0,157400.0
19.0,Female,Bachelor's,Senior Business Analyst,18.0,151000.0
26.0,Male,Bachelor's,Senior Product Development Manager,18.0,185900.0
18.0,Male,Bachelor's,Senior Financial Manager,18.0,147200.0
33.0,Male,Master's,Director of Marketing,18.0,204900.0
18.0,Female,Bachelor's,Senior Marketing Manager,18.0,145500.0
50.0,Female,PhD,Project Manager,18.0,290900.0
48.0,Female,PhD,Junior Business Development Associate,18.0,270500.0
51.0,Male,PhD,Senior Marketing Specialist,20.0,290600.0
29.0,Male,Bachelor's,Junior Marketing Specialist,18.0,197100.0
30.0,Male,Bachelor's,Senior Business Analyst,18.0,192200.0
47.0,Male,Master's,Director of Operations,19.0,170000.0
23.0,Female,Bachelor's,Senior Human Resources Manager,18.0,170000.0
44.0,Male,Bachelor's,Senior Sales Manager,16.0,130000.0
37.0,Female,Master's,Junior Software Developer,18.0,222600.0
41.0,Male,Master's,Senior Product Designer,18.0,238500.0
45.0,Male,PhD,Senior HR Generalist,18.0,262000.0
18.0,Female,Bachelor's,Senior Operations Analyst,18.0,146700.0
57.0,Male,PhD,Senior Research Scientist,27.0,343000.0
35.0,Female,Master's,Business Intelligence Analyst,18.0,217700.0
40.0,Male,Master's,Senior Marketing Analyst,18.0,242400.0
27.0,Female,Master's,Junior Research Scientist,1.5,50000.0
59.0,Female,PhD,Junior Financial Analyst,25.0,347100.0
62.0,Male,PhD,Director of Product Management,32.0,387400.0
43.0,Male,Master's,Director of Marketing,18.0,170000.0
55.0,Male,PhD,HR Manager,29.0,339200.0
42.0,Male,Master's,Senior Human Resources Manager,18.0,247800.0
65.0,Male,PhD,Senior Consultant,37.0,416000.0
35.0,Female,Bachelor's,Senior Marketing Analyst,8.0,85000.0
29.0,Male,Bachelor's,Director of Marketing,18.0,187500.0
65.0,Male,PhD,Director of Engineering,41.0,430800.0
31.0,Female,Master's,Senior Sales Manager,18.0,203300.0
25.0,Male,Bachelor's,Sales Representative,0.0,30000.0
27.0,Female,Bachelor's,Chief Technology Officer,18.0,183400.0
52.0,Male,PhD,Software Developer,21.0,296800.0
26.0,Male,Bachelor's,Junior Marketing Manager,18.0,185600.0
24.0,Male,Bachelor's,Training Specialist,18.0,164500.0
65.0,Male,PhD,Software Project Manager,46.0,452400.0
23.0,Male,Bachelor's,HR Generalist,18.0,169300.0
65.0,Male,PhD,Senior Project Coordinator,39.0,426600.0
32.0,Female,Master's,Junior Product Manager,18.0,204800.0
34.0,Female,Master's,Senior Business Development Manager,18.0,215200.0
42.0,Male,PhD,Senior Product Development Manager,18.0,252000.0
62.0,Male,PhD,Senior Financial Analyst,31.0,383600.0
52.0,Female,PhD,Junior Business Operations Analyst,24.0,307500.0
28.0,Male,Bachelor's,Principal Engineer,18.0,183600.0
49.0,Female,PhD,Senior Marketing Manager,20.0,282000.0
53.0,Male,Master's,Director of Marketing,25.0,180000.0
18.0,Female,Bachelor's,Junior Research Scientist,18.0,150500.0
42.0,Male,PhD,Senior Human Resources Specialist,18.0,251600.0
59.0,Male,PhD,Senior Marketing Specialist,33.0,382100.0
58.0,Male,PhD,Senior Project Manager,25.0,341400.0
55.0,Male,PhD,Senior UX Designer,26.0,328400.0
29.0,Male,Bachelor's,Junior Account Manager,18.0,190600.0
46.0,Female,PhD,Social Media Specialist,18.0,260600.0
28.0,Female,Bachelor's,Digital Marketing Manager,18.0,186000.0
36.0,Male,Master's,Senior Marketing Specialist,18.0,217000.0
26.0,Female,Bachelor's,Social Media Specialist,18.0,180200.0
45.0,Female,PhD,Senior Project Manager,18.0,259700.0
22.0,Female,Bachelor's,Director of Marketing,18.0,166000.0
65.0,Male,PhD,Senior Data Scientist,60.0,505000.0
50.0,Male,PhD,Senior Engineer,20.0,288500.0
50.0,Female,PhD,Director of Operations,22.0,180000.0
43.0,Female,PhD,Junior Business Operations Analyst,18.0,250500.0
39.0,Male,Master's,Junior Business Development Associate,18.0,232800.0
34.0,Female,Master's,Senior Business Analyst,18.0,215400.0
22.0,Male,Bachelor's,Junior Financial Analyst,18.0,165300.0
39.0,Male,Master's,Junior Accountant,18.0,234100.0
53.0,Female,PhD,Junior HR Generalist,19.0,299700.0
48.0,Male,Master's,Director of Marketing,21.0,180000.0
36.0,Male,Bachelor's,Senior Business Development Manager,8.0,110000.0
18.0,Male,Bachelor's,Junior Business Analyst,18.0,142600.0
30.0,Male,Bachelor's,IT Support,2.0,50000.0
46.0,Male,PhD,Senior Manager,20.0,170000.0
19.0,Female,Bachelor's,Junior Business Development Associate,18.0,147400.0
21.0,Female,Bachelor's,Operations Manager,18.0,163500.0
22.0,Female,Bachelor's,Director of Marketing,18.0,164300.0
35.0,Female,Bachelor's,Senior Marketing Analyst,8.0,85000.0
47.0,Female,PhD,Senior Project Manager,18.0,265200.0
35.0,Female,Bachelor's,Senior Marketing Analyst,8.0,85000.0
27.0,Male,Bachelor's,Junior Product Manager,2.0,40000.0
26.0,Male,Bachelor's,Junior Account Manager,18.0,185700.0
18.0,Female,Bachelor's,Senior Business Development Manager,18.0,145700.0
46.0,Male,PhD,Director of Sales,18.0,264900.0
18.0,Male,Bachelor's,Sales Manager,18.0,146600.0
65.0,Female,PhD,Junior Web Developer,42.0,433100.0
18.0,Male,Bachelor's,Senior UX Designer,18.0,139800.0
55.0,Female,PhD,Supply Chain Manager,26.0,338500.0
55.0,Male,PhD,Technical Support Specialist,30.0,348200.0
58.0,Male,PhD,Marketing Manager,28.0,352700.0
22.0,Male,Bachelor's,Senior Marketing Analyst,18.0,155200.0
42.0,Female,Master's,Product Manager,12.0,120000.0
56.0,Male,PhD,Senior Researcher,29.0,347800.0
47.0,Male,PhD,Administrative Assistant,19.0,273000.0
29.0,Female,Bachelor's,Senior Marketing Specialist,18.0,186800.0
19.0,Male,Bachelor's,Director of Marketing,18.0,148500.0
18.0,Male,Bachelor's,Junior Sales Representative,18.0,143500.0
41.0,Male,Master's,Director of Marketing,18.0,248000.0
52.0,Female,PhD,Junior Software Developer,27.0,322600.0
35.0,Female,Bachelor's,Senior Financial Manager,8.0,90000.0
62.0,Female,PhD,Business Development Manager,34.0,399300.0
30.0,Female,Bachelor's,Junior Social Media Manager,3.0,45000.0
37.0,Male,Master's,Senior Business Analyst,9.0,105000.0
44.0,Male,Bachelor's,Senior Software Engineer,14.0,130000.0
30.0,Male,Bachelor's,Director of Engineering,18.0,196900.0
46.0,Male,PhD,Junior Marketing Manager,18.0,259300.0
42.0,Male,Master's,Business Analyst,18.0,245600.0
27.0,Male,Bachelor's,Senior Financial Manager,18.0,184100.0
53.0,Male,PhD,Senior Sales Representative,25.0,323600.0
36.0,Female,Bachelor's,Senior Marketing Manager,8.0,95000.0
47.0,Male,PhD,Senior Marketing Manager,21.0,284500.0
19.0,Male,Bachelor's,Senior Product Manager,18.0,150600.0
44.0,Male,PhD,Junior Business Analyst,21.0,262500.0
22.0,Male,Bachelor's,Senior Product Manager,18.0,163300.0
29.0,Male,Bachelor's,HR Manager,18.0,196800.0
53.0,Female,PhD,Senior Operations Manager,22.0,312500.0
45.0,Male,PhD,Junior Financial Analyst,18.0,256200.0
59.0,Male,PhD,Senior Human Resources Coordinator,30.0,362200.0
32.0,Female,Master's,Director of Operations,18.0,203200.0
38.0,Female,Master's,Senior Software Developer,18.0,233400.0
47.0,Male,PhD,Senior Data Analyst,18.0,267500.0
42.0,Female,Master's,Junior Financial Analyst,18.0,245700.0
25.0,Male,Bachelor's,Director of Sales and Marketing,18.0,175000.0
35.0,Male,Master's,Product Marketing Manager,8.0,95000.0
53.0,Male,PhD,Senior Product Manager,23.0,309700.0
18.0,Female,Bachelor's,Junior Sales Representative,18.0,142700.0
39.0,Female,Bachelor's,Senior Operations Manager,10.0,120000.0
28.0,Female,Bachelor's,Senior Product Designer,18.0,183000.0
21.0,Male,Bachelor's,Junior Financial Analyst,18.0,153400.0
38.0,Male,Master's,Senior Financial Analyst,18.0,229700.0
34.0,Female,Master's,Junior Marketing Manager,18.0,212700.0
44.0,Male,Bachelor's,Senior Software Engineer,13.0,130000.0
26.0,Female,Bachelor's,Senior Software Engineer,18.0,174300.0
35.0,Male,Master's,Senior Marketing Manager,18.0,214300.0
39.0,Female,Master's,UX Researcher,18.0,231600.0
18.0,Male,Bachelor's,Junior Operations Manager,18.0,144100.0
31.0,Female,Bachelor's,Senior Marketing Manager,18.0,196100.0
36.0,Male,Master's,Marketing Coordinator,18.0,217000.0
18.0,Female,Bachelor's,Junior Copywriter,18.0,146400.0
58.0,Female,PhD,Senior Marketing Manager,26.0,347100.0
34.0,Female,Master's,Operations Manager,18.0,214900.0
51.0,Male,PhD,Director of Finance,22.0,298300.0
34.0,Female,Master's,Director of Human Resources,18.0,213400.0
42.0,Male,Master's,Senior Financial Manager,18.0,246200.0
20.0,Female,Bachelor's,Event Coordinator,18.0,150700.0
18.0,Female,Bachelor's,Junior Business Analyst,22.0,163900.0
43.0,Female,PhD,Junior Financial Analyst,18.0,252500.0
28.0,Male,Bachelor's,Junior Business Development Associate,2.0,40000.0
54.0,Female,PhD,Junior Advertising Coordinator,27.0,331600.0
19.0,Female,Bachelor's,Junior Business Analyst,18.0,146600.0
32.0,Male,Master's,Junior HR Coordinator,18.0,202100.0
53.0,Female,PhD,Senior Human Resources Coordinator,24.0,324700.0
33.0,Female,Master's,Junior Operations Manager,18.0,208800.0
33.0,Male,Bachelor's,Junior Operations Manager,4.0,60000.0
30.0,Female,Bachelor's,Junior Business Analyst,18.0,197500.0
31.0,Male,Master's,Director of Marketing,18.0,199300.0
32.0,Male,Master's,Senior UX Designer,18.0,207300.0
30.0,Female,Bachelor's,Senior Business Analyst,18.0,185700.0
36.0,Female,Master's,Junior Financial Analyst,18.0,222400.0
18.0,Male,Bachelor's,Director of Finance,18.0,146600.0
42.0,Female,Master's,Sales Manager,18.0,242900.0
29.0,Female,Bachelor's,Junior HR Generalist,3.0,45000.0
18.0,Female,Bachelor's,UX Designer,18.0,141800.0
44.0,Female,PhD,Senior Financial Advisor,18.0,254200.0
24.0,Male,Bachelor's,Web Developer,18.0,168500.0
30.0,Female,Bachelor's,Customer Service Rep,18.0,195000.0
26.0,Female,Master's,Junior Data Scientist,1.5,45000.0
18.0,Female,Bachelor's,Customer Service Rep,18.0,146900.0
26.0,Female,Bachelor's,Director of Operations,18.0,177200.0
37.0,Male,Master's,Technical Writer,18.0,230200.0
46.0,Male,PhD,Senior Business Analyst,19.0,272200.0
44.0,Male,PhD,Software Engineer,19.0,252500.0
30.0,Female,Bachelor's,Senior IT Consultant,18.0,193100.0
52.0,Female,Master's,Senior Marketing Manager,25.0,170000.0
39.0,Male,Master's,Senior Business Analyst,18.0,232700.0
56.0,Male,PhD,Senior Training Specialist,28.0,339300.0
38.0,Male,Master's,Junior Account Manager,18.0,225700.0
35.0,Male,Bachelor's,Senior Financial Manager,9.0,100000.0
55.0,Male,PhD,Senior Project Manager,30.0,342200.0
40.0,Female,Master's,Senior Data Scientist,18.0,240900.0
29.0,Female,Bachelor's,Junior Marketing Analyst,18.0,191400.0
26.0,Male,Bachelor's,Junior Customer Support Specialist,2.0,35000.0
53.0,Female,PhD,Customer Service Representative,23.0,309100.0
33.0,Male,Master's,Sales Associate,18.0,212400.0
32.0,Female,Master's,Junior Marketing Specialist,18.0,203300.0
18.0,Female,Bachelor's,Director of Marketing,18.0,152400.0
33.0,Male,Master's,Junior Marketing Analyst,18.0,203900.0
39.0,Male,Master's,Senior Software Engineer,18.0,232400.0
45.0,Male,PhD,Senior Marketing Coordinator,18.0,262300.0
39.0,Male,Master's,Junior Financial Analyst,18.0,233500.0
25.0,Male,Bachelor's,Business Intelligence Analyst,18.0,169600.0
42.0,Female,Master's,Senior Project Coordinator,18.0,247800.0
36.0,Female,Master's,Director of Operations,18.0,223400.0
40.0,Female,Bachelor's,Senior Marketing Manager,11.0,105000.0
33.0,Male,Master's,Senior Marketing Analyst,18.0,205300.0
36.0,Female,Master's,Junior Business Operations Analyst,18.0,216400.0
32.0,Male,Master's,Technical Recruiter,18.0,200900.0
27.0,Female,Bachelor's,Senior HR Generalist,18.0,187500.0
46.0,Male,Master's,Director of Operations,20.0,170000.0
47.0,Male,PhD,HR Generalist,19.0,271600.0
30.0,Female,Master's,Director of Product Management,18.0,199200.0
27.0,Male,Bachelor's,Senior Operations Manager,18.0,185400.0
29.0,Male,Master's,Data Scientist,3.0,75000.0
34.0,Male,Master's,Senior Data Engineer,18.0,210800.0
27.0,Male,Bachelor's,Junior Marketing Coordinator,18.0,186600.0
26.0,Female,Bachelor's,Customer Success Rep,1.0,40000.0
41.0,Male,Master's,Financial Manager,13.0,140000.0
33.0,Male,Master's,Product Designer,6.0,90000.0
35.0,Male,Master's,Senior Software Developer,9.0,110000.0
20.0,Female,Bachelor's,Senior Software Engineer,18.0,156100.0
33.0,Female,Master's,HR Generalist,18.0,209900.0
45.0,Female,PhD,HR Manager,18.0,263200.0
31.0,Male,Master's,Senior Operations Coordinator,18.0,198800.0
18.0,Male,Bachelor's,Senior Project Manager,18.0,140200.0
29.0,Female,Bachelor's,Junior Sales Representative,2.0,40000.0
45.0,Male,PhD,Senior Project Coordinator,18.0,255600.0
35.0,Male,Master's,Junior Marketing Specialist,18.0,218800.0
26.0,Male,Bachelor's,Senior Project Manager,18.0,181000.0
55.0,Male,PhD,Junior Marketing Analyst,27.0,330200.0
42.0,Male,Bachelor's,Senior Operations Manager,12.0,110000.0
37.0,Female,Master's,Senior HR Generalist,9.0,95000.0
33.0,Female,Master's,Director of Operations,18.0,213200.0
35.0,Female,Master's,Director of Marketing,18.0,215100.0
33.0,Male,Bachelor's,Junior Financial Analyst,4.0,60000.0
18.0,Male,Bachelor's,Director of Marketing,18.0,147500.0
30.0,Female,Bachelor's,Junior Social Media Specialist,18.0,191800.0
27.0,Female,Bachelor's,VP of Operations,18.0,187400.0
40.0,Female,Master's,Operations Analyst,18.0,233200.0
54.0,Male,PhD,Director of Operations,26.0,330700.0
34.0,Female,Master's,Senior UX Designer,18.0,212100.0
46.0,Female,PhD,Senior Software Developer,18.0,263800.0
19.0,Female,Bachelor's,Senior UX Designer,18.0,149200.0
44.0,Male,PhD,Chief Data Officer,16.0,220000.0
51.0,Male,PhD,Junior Sales Representative,21.0,295300.0
25.0,Female,Bachelor's,Senior Data Scientist,18.0,176200.0
45.0,Male,Master's,Director of Engineering,19.0,180000.0
31.0,Male,Master's,Senior Operations Analyst,18.0,199600.0
38.0,Female,Master's,Senior UX Designer,18.0,230700.0
45.0,Female,PhD,Senior Marketing Analyst,19.0,266600.0
37.0,Female,Master's,Recruiter,18.0,226200.0
24.0,Female,Bachelor's,Junior Business Operations Analyst,18.0,165400.0
50.0,Male,PhD,Senior Business Development Manager,20.0,290300.0
51.0,Male,PhD,Senior Sales Manager,22.0,305300.0
21.0,Male,Bachelor's,Senior Accountant,18.0,155600.0
38.0,Female,Master's,VP of Finance,18.0,224300.0
35.0,Male,Master's,Senior Financial Analyst,18.0,219000.0
34.0,Female,Master's,Senior Marketing Analyst,18.0,214900.0
18.0,Female,Bachelor's,Sales Manager,18.0,146800.0
46.0,Male,PhD,Junior Marketing Specialist,18.0,263200.0
62.0,Male,PhD,Junior Operations Manager,31.0,384800.0
65.0,Male,PhD,Director of Operations,37.0,418600.0
54.0,Female,PhD,Senior Marketing Analyst,24.0,318000.0
46.0,Male,PhD,Principal Scientist,24.0,290400.0
28.0,Male,Bachelor's,Junior Product Manager,18.0,186000.0
43.0,Male,Bachelor's,Senior Project Manager,15.0,120000.0
24.0,Female,Bachelor's,Senior Operations Analyst,18.0,167000.0
21.0,Male,Bachelor's,Junior Data Scientist,18.0,156500.0
40.0,Female,Master's,Senior Operations Manager,18.0,236800.0
32.0,Female,Master's,Junior Operations Analyst,18.0,205200.0
54.0,Female,PhD,Senior Accountant,22.0,311600.0
35.0,Male,Master's,Senior Operations Manager,18.0,219000.0
18.0,Female,Bachelor's,Senior Project Manager,18.0,146300.0
36.0,Male,Master's,Junior Sales Representative,18.0,217500.0
38.0,Female,Master's,Director of Marketing,18.0,229300.0
56.0,Male,PhD,Junior Business Operations Analyst,26.0,339700.0
53.0,Male,PhD,Senior Business Development Manager,22.0,308900.0
18.0,Female,Bachelor's,Senior Financial Advisor,22.0,165200.0
46.0,Male,PhD,Junior Accountant,22.0,282700.0
26.0,Male,Bachelor's,Junior Accountant,2.0,40000.0
28.0,Male,Bachelor's,Junior Financial Analyst,18.0,190000.0
48.0,Female,PhD,Senior IT Project Manager,18.0,267700.0
25.0,Male,Bachelor's,Operations Manager,18.0,170600.0
44.0,Male,PhD,Senior Manager,18.0,254800.0
18.0,Male,Bachelor's,Senior Business Analyst,18.0,146400.0
27.0,Female,Bachelor's,Junior Marketing Manager,18.0,177100.0
44.0,Female,PhD,Product Marketing Manager,18.0,257600.0
41.0,Female,Master's,Business Development Manager,18.0,238300.0
65.0,Male,PhD,Senior Marketing Manager,45.0,448200.0
24.0,Male,Bachelor's,Senior Data Scientist,18.0,168000.0
27.0,Female,Bachelor's,Junior Data Scientist,18.0,187700.0
49.0,Male,PhD,Director of Marketing,20.0,292700.0
18.0,Female,Bachelor's,Junior Business Analyst,18.0,146100.0
18.0,Female,Bachelor's,Senior Product Manager,18.0,148900.0
18.0,Female,Bachelor's,Senior Operations Manager,18.0,143100.0
22.0,Female,Bachelor's,Junior Business Development Associate,18.0,162100.0
33.0,Male,Master's,Junior Business Operations Analyst,18.0,208500.0
32.0,Male,Master's,Senior Business Analyst,6.0,90000.0
57.0,Male,PhD,Senior Software Developer,28.0,346900.0
37.0,Male,Master's,Junior Business Operations Analyst,18.0,227100.0
19.0,Male,Bachelor's,Customer Success Manager,18.0,151700.0
31.0,Female,Bachelor's,Marketing Coordinator,6.0,55000.0
44.0,Male,PhD,Data Analyst,18.0,254600.0
45.0,Male,PhD,Senior Business Analyst,18.0,264000.0
47.0,Male,Master's,Director of Business Development,19.0,170000.0
44.0,Male,PhD,Senior Engineer,18.0,253200.0
18.0,Female,Bachelor's,Network Engineer,18.0,143100.0
41.0,Female,Master's,Junior Business Development Associate,18.0,244900.0
45.0,Male,PhD,Junior Developer,18.0,263100.0
46.0,Male,PhD,Senior Operations Manager,18.0,260000.0
21.0,Male,Bachelor's,Project Manager,18.0,162400.0
44.0,Male,PhD,Senior Accountant,18.0,257600.0
28.0,Male,Bachelor's,Human Resources Director,18.0,177600.0
30.0,Male,Master's,Junior Marketing Coordinator,18.0,198700.0
43.0,Male,PhD,Human Resources Director,18.0,255800.0
31.0,Male,Master's,Operations Manager,18.0,203100.0
41.0,Female,Bachelor's,Senior Project Coordinator,11.0,95000.0
22.0,Female,Bachelor's,Junior Project Manager,18.0,155300.0
42.0,Female,Master's,Junior Business Operations Analyst,18.0,250300.0
19.0,Female,Bachelor's,Senior Software Architect,18.0,146300.0
33.0,Male,Bachelor's,Web Developer,6.0,65000.0
30.0,Male,Bachelor's,Sales Representative,18.0,193500.0
49.0,Female,PhD,Junior Project Manager,23.0,295800.0
44.0,Male,PhD,UX Researcher,18.0,256500.0
51.0,Female,PhD,Director of Human Resources,23.0,185000.0
48.0,Male,PhD,Junior Software Developer,24.0,295200.0
18.0,Female,Bachelor's,Senior Financial Analyst,18.0,140800.0
39.0,Female,Master's,Senior Marketing Analyst,18.0,230400.0
53.0,Male,PhD,Social Media Specialist,26.0,323200.0
40.0,Male,Master's,Senior IT Consultant,18.0,237900.0
28.0,Female,Bachelor's,Senior Data Scientist,18.0,185800.0
42.0,Male,Master's,Customer Success Manager,18.0,246100.0
24.0,Female,Bachelor's,Junior Financial Analyst,18.0,178400.0
42.0,Male,Master's,Senior IT Consultant,19.0,244400.0
43.0,Male,PhD,Director of Engineering,18.0,250700.0
65.0,Female,PhD,Senior Marketing Specialist,43.0,434300.0
43.0,Male,PhD,Senior Consultant,18.0,252500.0
24.0,Female,Bachelor's,Junior Research Scientist,18.0,168800.0
23.0,Female,Bachelor's,Senior Financial Manager,18.0,162400.0
31.0,Female,Bachelor's,Junior Financial Analyst,3.0,50000.0
33.0,Male,Master's,Senior Project Manager,18.0,204800.0
27.0,Male,Bachelor's,Sales Manager,18.0,182800.0
45.0,Male,PhD,Senior Product Manager,18.0,263000.0
19.0,Female,Bachelor's,Senior Financial Analyst,18.0,146000.0
38.0,Female,Master's,Graphic Designer,18.0,233100.0
39.0,Female,Master's,Senior Sales Manager,18.0,232000.0
18.0,Male,Bachelor's,Junior Business Analyst,18.0,143300.0
18.0,Male,Bachelor's,Customer Service Representative,18.0,148000.0
36.0,Female,Master's,Director of HR,18.0,221700.0
32.0,Female,Master's,Director of Sales,18.0,200500.0
45.0,Male,PhD,Sales Director,20.0,263900.0
33.0,Male,Bachelor's,Junior Product Manager,4.0,60000.0
22.0,Female,Bachelor's,Senior Operations Manager,18.0,161500.0
21.0,Male,Bachelor's,Junior HR Coordinator,18.0,158500.0
22.0,Female,Bachelor's,Director of Human Resources,18.0,165500.0
42.0,Female,Master's,Network Engineer,18.0,246700.0
18.0,Female,Bachelor's,Senior Business Analyst,18.0,142700.0
18.0,Male,Bachelor's,Product Designer,18.0,143300.0
32.0,Male,Master's,Product Manager,18.0,207400.0
29.0,Male,Bachelor's,Junior Business Analyst,1.5,40000.0
22.0,Female,Bachelor's,Financial Manager,18.0,160100.0
47.0,Male,PhD,HR Manager,18.0,270300.0
40.0,Male,Master's,Senior Project Manager,18.0,234600.0
22.0,Female,Bachelor's,Senior Financial Analyst,18.0,158500.0
18.0,Female,Bachelor's,Data Analyst,18.0,144900.0
33.0,Male,Bachelor's,Senior Product Development Manager,7.0,100000.0
48.0,Male,PhD,Supply Chain Analyst,18.0,268800.0
24.0,Male,Bachelor's,Senior Marketing Specialist,18.0,165600.0
28.0,Male,Bachelor's,Junior Account Manager,18.0,184200.0
18.0,Female,Bachelor's,Senior Marketing Manager,18.0,149700.0
35.0,Male,Master's,Junior Marketing Specialist,18.0,216700.0
47.0,Male,PhD,Junior Financial Analyst,19.0,270200.0
27.0,Male,Bachelor's,Senior Account Executive,18.0,183700.0
51.0,Female,PhD,Senior Marketing Manager,24.0,310800.0
47.0,Male,PhD,Project Manager,21.0,277500.0
44.0,Female,PhD,Senior IT Consultant,20.0,264000.0
65.0,Female,PhD,Senior Scientist,37.0,416400.0
28.0,Male,Bachelor's,Sales Executive,18.0,182400.0
45.0,Female,PhD,Chief Technology Officer,18.0,261400.0
24.0,Male,Bachelor's,Senior Data Scientist,18.0,168200.0
27.0,Male,Bachelor's,Customer Service Rep,2.0,40000.0
27.0,Male,Bachelor's,Junior Business Development Associate,1.5,35000.0
29.0,Male,Bachelor's,Senior Software Developer,18.0,192500.0
45.0,Female,PhD,Junior Advertising Coordinator,18.0,259300.0
18.0,Male,Bachelor's,Customer Service Rep,18.0,142200.0
48.0,Male,PhD,Senior Financial Manager,18.0,270400.0
20.0,Male,Bachelor's,Customer Success Manager,18.0,150400.0
30.0,Female,Bachelor's,Senior Product Manager,18.0,193700.0
18.0,Female,Bachelor's,Senior Marketing Analyst,18.0,141600.0
30.0,Male,Bachelor's,Senior Software Developer,18.0,196200.0
40.0,Female,Master's,Senior Software Engineer,18.0,237700.0
56.0,Male,PhD,HR Manager,30.0,350400.0
32.0,Male,Master's,Training Specialist,18.0,203300.0
35.0,Female,Master's,Senior Business Development Manager,18.0,220600.0
18.0,Male,Bachelor's,Director of Operations,18.0,143200.0
41.0,Male,Master's,Junior Operations Coordinator,18.0,244700.0
29.0,Male,Bachelor's,Senior Data Engineer,18.0,193300.0
28.0,Male,Bachelor's,Human Resources Director,18.0,192800.0
36.0,Female,Master's,Business Analyst,18.0,221100.0
41.0,Male,Master's,Data Entry Clerk,18.0,244100.0
40.0,Male,Master's,Senior Scientist,18.0,237700.0
42.0,Female,Master's,Junior Financial Analyst,18.0,246500.0
54.0,Male,PhD,Product Designer,26.0,325600.0
44.0,Female,PhD,Social Media Specialist,20.0,263900.0
28.0,Female,Bachelor's,Social Media Specialist,3.0,45000.0
36.0,Female,Master's,Senior Financial Advisor,18.0,221400.0
49.0,Male,PhD,Senior Sales Manager,23.0,294500.0
18.0,Male,Bachelor's,Senior IT Consultant,23.0,158500.0
34.0,Male,Bachelor's,Senior Operations Coordinator,7.0,90000.0
47.0,Male,PhD,Senior Research Scientist,22.0,160000.0
28.0,Female,Master's,Data Analyst,3.0,65000.0
35.0,Male,Bachelor's,Senior Business Development Manager,7.0,90000.0
59.0,Female,PhD,Junior Financial Analyst,31.0,362100.0
41.0,Male,Master's,Junior HR Generalist,18.0,243000.0
18.0,Male,Bachelor's,Senior Product Manager,18.0,142900.0
34.0,Male,Master's,Director of Finance,18.0,219100.0
33.0,Female,Master's,Senior Financial Analyst,18.0,208000.0
46.0,Male,PhD,Content Marketing Manager,18.0,266600.0
48.0,Female,PhD,Director of Operations,18.0,271900.0
44.0,Female,PhD,Senior Data Scientist,16.0,160000.0
56.0,Male,PhD,Senior Business Analyst,27.0,347500.0
32.0,Female,Master's,Senior IT Project Manager,18.0,203100.0
61.0,Female,PhD,Web Developer,32.0,381800.0
40.0,Female,Master's,Senior Data Analyst,18.0,239500.0
31.0,Female,Bachelor's,Junior Business Development Associate,3.0,50000.0
47.0,Male,Master's,VP of Finance,19.0,200000.0
41.0,Male,Master's,Senior Product Designer,18.0,243600.0
57.0,Female,PhD,Digital Content Producer,26.0,342900.0
43.0,Male,PhD,Senior HR Manager,18.0,252600.0
40.0,Female,Master's,Senior Business Analyst,18.0,233600.0
36.0,Male,Master's,Senior Marketing Manager,18.0,220100.0
61.0,Female,PhD,Customer Service Manager,31.0,375600.0
42.0,Female,Master's,Business Intelligence Analyst,18.0,242900.0
18.0,Female,Bachelor's,Junior Product Manager,18.0,146300.0
43.0,Male,PhD,Junior Operations Analyst,18.0,257300.0
21.0,Male,Bachelor's,Senior Project Manager,18.0,161000.0
21.0,Female,Bachelor's,Director of Operations,18.0,158600.0
36.0,Male,Master's,Director of Operations,18.0,224400.0
22.0,Male,Bachelor's,Senior Marketing Specialist,18.0,167500.0
18.0,Female,Bachelor's,Research Director,18.0,140200.0
27.0,Male,Bachelor's,Financial Manager,18.0,183800.0
54.0,Female,PhD,Junior Business Analyst,24.0,318200.0
45.0,Male,Master's,Director of Sales,19.0,175000.0
55.0,Male,PhD,Senior Product Manager,24.0,318200.0
21.0,Female,Bachelor's,Public Relations Manager,18.0,153600.0
